epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
150,1884.72,1.7438,1.30178,1.27831,0.25362,0.19081,0.14462,0.04629,2.87775,3.67292,1.90143,0.005083,0.005083,0.005083
151,1891.24,1.67051,1.35647,1.28869,0.24993,0.18609,0.13778,0.05121,2.91969,3.77255,1.95365,0.00505,0.00505,0.00505
152,1897.35,1.70205,1.38305,1.30086,0.24993,0.18609,0.13778,0.05121,2.91969,3.77255,1.95365,0.005017,0.005017,0.005017
153,1903.48,1.78994,1.40668,1.26957,0.16899,0.23,0.16167,0.0541,2.81066,3.45973,1.93171,0.004984,0.004984,0.004984
154,1909.68,1.66074,1.26682,1.22516,0.16899,0.23,0.16167,0.0541,2.81066,3.45973,1.93171,0.004951,0.004951,0.004951
155,1915.82,1.66517,1.29094,1.2704,0.15903,0.21,0.14215,0.0486,2.86643,3.41721,1.91846,0.004918,0.004918,0.004918
156,1922.03,1.7327,1.26586,1.2666,0.1264,0.2,0.12843,0.04404,2.94963,3.51451,1.9614,0.004885,0.004885,0.004885
157,1928.31,1.64268,1.23544,1.2309,0.1264,0.2,0.12843,0.04404,2.94963,3.51451,1.9614,0.004852,0.004852,0.004852
158,1934.36,1.81049,1.3575,1.34301,0.12046,0.20294,0.1158,0.04068,3.0045,3.7575,2.0029,0.004819,0.004819,0.004819
159,1940.94,1.72266,1.28616,1.28145,0.13302,0.21,0.1181,0.04719,3.00975,3.76809,2.05174,0.004786,0.004786,0.004786
160,1947.33,1.67202,1.28054,1.26671,0.13302,0.21,0.1181,0.04719,3.00975,3.76809,2.05174,0.004753,0.004753,0.004753
161,1953.74,1.79976,1.24762,1.27403,0.25836,0.2,0.12479,0.04998,2.94801,3.65032,2.01524,0.00472,0.00472,0.00472
162,1960.34,1.75333,1.22267,1.19916,0.25836,0.2,0.12479,0.04998,2.94801,3.65032,2.01524,0.004687,0.004687,0.004687
163,1966.73,1.59608,1.18399,1.17565,0.27031,0.20361,0.1378,0.05039,2.87585,3.52093,1.95721,0.004654,0.004654,0.004654
164,1973.1,1.65342,1.20457,1.23033,0.28851,0.22,0.13,0.04798,2.93675,3.48884,1.98747,0.004621,0.004621,0.004621
165,1979.26,1.77548,1.31035,1.24928,0.28851,0.22,0.13,0.04798,2.93675,3.48884,1.98747,0.004588,0.004588,0.004588
166,1985.65,1.73554,1.23342,1.21554,0.30295,0.20811,0.13915,0.05018,2.91972,3.38854,1.96065,0.004555,0.004555,0.004555
167,1991.93,1.63872,1.21002,1.27087,0.29056,0.21893,0.13653,0.05156,2.87303,3.38965,1.93422,0.004522,0.004522,0.004522
168,1998.55,1.71467,1.32662,1.32172,0.29056,0.21893,0.13653,0.05156,2.87303,3.38965,1.93422,0.004489,0.004489,0.004489
169,2005.45,1.58325,1.11383,1.17155,0.31793,0.21078,0.13769,0.04782,2.89513,3.51669,1.93884,0.004456,0.004456,0.004456
170,2011.83,1.65517,1.22446,1.20537,0.31793,0.21078,0.13769,0.04782,2.89513,3.51669,1.93884,0.004423,0.004423,0.004423
171,2018.35,1.72605,1.18062,1.18495,0.16955,0.2,0.11871,0.04241,2.89905,3.68716,1.92963,0.00439,0.00439,0.00439
172,2024.82,1.682,1.28572,1.27605,0.15202,0.17175,0.10976,0.04133,2.88174,3.93505,1.89007,0.004357,0.004357,0.004357
173,2031.24,1.66845,1.24887,1.24217,0.15202,0.17175,0.10976,0.04133,2.88174,3.93505,1.89007,0.004324,0.004324,0.004324
