epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
165,2110.72,1.70205,1.25032,1.18681,0.11202,0.1975,0.1367,0.04479,2.81842,3.05281,2.031,0.001882,0.001882,0.001882
166,2118.87,1.59573,1.17158,1.18434,0.11143,0.16607,0.12777,0.04021,2.89063,3.22208,2.07946,0.0018325,0.0018325,0.0018325
167,2126.86,1.62806,1.15303,1.1255,0.11143,0.16607,0.12777,0.04021,2.89063,3.22208,2.07946,0.001783,0.001783,0.001783
168,2135.06,1.66241,1.23277,1.19837,0.17765,0.11786,0.1162,0.03768,2.94678,3.32992,2.10639,0.0017335,0.0017335,0.0017335
169,2143.03,1.45196,1.0729,1.12069,0.27079,0.09732,0.10633,0.03211,3.01416,3.45655,2.11418,0.001684,0.001684,0.001684
170,2151.07,1.48304,1.14033,1.12091,0.17364,0.10357,0.10741,0.03393,2.978,3.53753,2.06954,0.0016345,0.0016345,0.0016345
171,2159.08,1.69725,1.3053,1.22259,0.17364,0.10357,0.10741,0.03393,2.978,3.53753,2.06954,0.001585,0.001585,0.001585
172,2166.98,1.54282,1.15938,1.17064,0.1423,0.11071,0.11025,0.03481,2.92287,3.53488,2.05071,0.0015355,0.0015355,0.0015355
173,2174.93,1.5965,1.20732,1.15693,0.14594,0.12071,0.11485,0.0368,2.88106,3.50373,2.0566,0.001486,0.001486,0.001486
174,2182.98,1.54631,1.17508,1.178,0.17393,0.13488,0.11378,0.03642,2.86484,3.52711,2.07033,0.0014365,0.0014365,0.0014365
175,2191.2,1.75987,1.24539,1.19559,0.17393,0.13488,0.11378,0.03642,2.86484,3.52711,2.07033,0.001387,0.001387,0.001387
176,2199.42,1.64103,1.13174,1.16191,0.18122,0.13786,0.11538,0.03537,2.88022,3.56355,2.10349,0.0013375,0.0013375,0.0013375
